Version,Model,Ansatz,Data,Random ID,Learning Rate,Number Qubits,Hidden Size,Sequence Length,Prediction Step,Batch Size,MSE Testing,MSE Validation,MAE Testing,MAE Validation,Correlation Testing,Correlation Validation,Num Parameters,Epochs to Convergance,Total Training Time,Training Loss after 100 epochs,Validation Loss after 100 epochs,Testing Loss after 100 epochs
1.0,qrnn_paper,paper_no_reset,mackey_1000,0.0,0.001,4.0,2.0,4.0,1.0,64.0,0.000112089466711,0.0001454726443625,0.0084320316091179,0.0093981157988309,0.9989730715751648,0.9989157319068908,19.0,2182.0,1411.97,0.0066705977544188,0.0069911242462694,0.0057154134847223
1.0,qrnn_paper,paper_no_reset,mackey_1000,0.0,0.001,4.0,2.0,4.0,70.0,64.0,0.0352454893290996,0.0289325397461652,0.1394583582878112,0.1329077184200287,0.6011065244674683,0.7608081102371216,19.0,2126.0,1266.91,0.0640130970213148,0.0556411035358905,0.0839323177933693
1.0,qrnn_paper,paper_no_reset,mackey_1000,0.0,0.001,4.0,2.0,4.0,140.0,64.0,0.0386291928589344,0.0434931218624115,0.1540898382663726,0.1664878129959106,0.5056946277618408,0.6122134923934937,19.0,1529.0,895.73,0.0556354696551958,0.063385434448719,0.0558898001909256
1.0,qrnn_paper,paper_reset,mackey_1000,0.0,0.001,4.0,2.0,4.0,1.0,64.0,0.001132265664637,0.0012903879396617,0.028866184875369,0.0300878975540399,0.9888515472412108,0.989974319934845,19.0,433.0,594.78,0.0012853117659687,0.0012951483950018,0.0011317472672089
1.0,qrnn_paper,paper_reset,mackey_1000,0.0,0.001,4.0,2.0,4.0,70.0,64.0,0.0505318529903888,0.0426438339054584,0.1764066070318222,0.1676640808582306,0.3261654078960418,0.6381171345710754,19.0,523.0,681.57,0.0474293807314501,0.0447080805897712,0.0489845722913742
1.0,qrnn_paper,paper_reset,mackey_1000,0.0,0.001,4.0,2.0,4.0,140.0,64.0,0.057154431939125,0.0692319348454475,0.2028728127479553,0.2191001027822494,-0.1585739850997924,-0.0645191073417663,19.0,427.0,558.04,0.0580131647487481,0.0693692862987518,0.0571524202823638
1.0,qrnn_paper,paper_no_reset,mackey_1000,1.0,0.001,4.0,2.0,4.0,1.0,64.0,0.000206774653634,0.0004587540752254,0.0119131561368703,0.0153722167015075,0.9980496168136596,0.9964492917060852,19.0,688.0,458.09,0.0020652178442105,0.0022365513723343,0.0017475892091169
1.0,qrnn_paper,paper_no_reset,mackey_1000,1.0,0.001,4.0,2.0,4.0,70.0,64.0,0.0336232408881187,0.0287204347550869,0.1375091671943664,0.1361789554357528,0.6242568492889404,0.7598490118980408,19.0,1000.0,601.09,0.0414770100679662,0.0370656289160251,0.047929298132658
1.0,qrnn_paper,paper_no_reset,mackey_1000,1.0,0.001,4.0,2.0,4.0,140.0,64.0,0.037178412079811,0.0445768684148788,0.1516357660293579,0.1667055338621139,0.5331169962882996,0.5969991683959961,19.0,1916.0,1194.4,0.058166672475636,0.0734822750091552,0.0641004890203476
1.0,qrnn_paper,paper_reset,mackey_1000,1.0,0.001,4.0,2.0,4.0,1.0,64.0,0.001132546341978,0.001289949635975,0.0288764778524637,0.0300672277808189,0.9888471961021424,0.9899778366088868,19.0,1430.0,2035.11,0.0017602516571059,0.0022159698419272,0.0014489224413409
1.0,qrnn_paper,paper_reset,mackey_1000,1.0,0.001,4.0,2.0,4.0,70.0,64.0,0.0501133687794208,0.0424993708729743,0.177190363407135,0.1667865961790084,0.3283563554286957,0.6408730745315552,19.0,494.0,647.71,0.0470553708987103,0.0428039394319057,0.0497085005044937
1.0,qrnn_paper,paper_reset,mackey_1000,1.0,0.001,4.0,2.0,4.0,140.0,64.0,0.0571892298758029,0.0694913268089294,0.2021326422691345,0.2185583263635635,-0.1330280303955078,-0.0843322351574897,19.0,812.0,1024.75,0.0554122963868495,0.0712155178189277,0.056774403899908
1.0,qrnn_paper,paper_no_reset,mackey_1000,2.0,0.001,4.0,2.0,4.0,1.0,64.0,0.0002599934814497,0.0003762572887353,0.0139367282390594,0.0158900115638971,0.9975222945213318,0.9970880150794984,19.0,1404.0,977.16,0.0047339451266452,0.005660390947014,0.0034588968846946
1.0,qrnn_paper,paper_no_reset,mackey_1000,2.0,0.001,4.0,2.0,4.0,70.0,64.0,0.0347228981554508,0.0288488306105136,0.1430963724851608,0.1347678154706955,0.6134006977081299,0.7592446804046631,19.0,1664.0,1045.21,0.0385714256101184,0.033480666577816,0.0405100956559181
1.0,qrnn_paper,paper_no_reset,mackey_1000,2.0,0.001,4.0,2.0,4.0,140.0,64.0,0.0361360237002372,0.0447783879935741,0.1513414978981018,0.1689159274101257,0.5505622029304504,0.5866509079933167,19.0,1376.0,861.46,0.0719135031104087,0.0714785680174827,0.080698624253273
1.0,qrnn_paper,paper_reset,mackey_1000,2.0,0.001,4.0,2.0,4.0,1.0,64.0,0.0011327038519084,0.001289959414862,0.028877081349492,0.0300651416182518,0.9888471364974976,0.9899773597717284,19.0,1371.0,1878.33,0.0015244505484588,0.0015967226354405,0.0012463012244552
1.0,qrnn_paper,paper_reset,mackey_1000,2.0,0.001,4.0,2.0,4.0,70.0,64.0,0.0543931275606155,0.0400694273412227,0.1775255054235458,0.1612905114889145,0.3287069201469421,0.6412931680679321,19.0,423.0,576.33,0.0474555411686499,0.0425592772662639,0.0498123876750469
1.0,qrnn_paper,paper_reset,mackey_1000,2.0,0.001,4.0,2.0,4.0,140.0,64.0,0.0573772005736827,0.0665718019008636,0.2008472979068756,0.2128987163305282,-0.2381831705570221,0.1051306724548339,19.0,446.0,594.72,0.052849942093922,0.0678231343626976,0.0524696297943592
